onnx_name,mac_ori,ori_peak_mem,peak_after_ourTS_bal,peak_after_tinyTS,peak_after_tinynas,reduction_ourTS_bal,reduction_tinyTS,reduction_tinynas,needTS,valid_ourTS_bal,valid_tinyTS,valid_tinynas,TSwork_ourTS_bal,TSwork_tinyTS,TSwork_tinynas
w0.25_ir128_subnet_ID0,187170816,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID1,38756352,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID10,34977792,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID100,31162368,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID101,58146816,196608,86016,196608,133120,56.25%,0.00%,32.29%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID102,129589248,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID103,33153024,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID104,32931840,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID105,77223936,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID106,139837440,786432,786432,786432,786432,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID107,53815296,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID108,97628160,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID109,84688896,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID11,105977856,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID110,137404416,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID111,153034752,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID112,47456256,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID113,111304704,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID114,33595392,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID115,474267648,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID116,108576768,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID117,29724672,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID118,33300480,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID119,30167040,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID12,165199872,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID120,48470016,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID121,250134528,786432,786432,786432,786432,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID122,75177984,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID123,106143744,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID124,109387776,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID125,430694400,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID126,133054464,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID127,33466368,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID128,142123008,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID129,477216768,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID13,42405888,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID130,53280768,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID131,45262848,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID132,136998912,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID133,49133568,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID134,214745088,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID135,72357888,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID136,474857472,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID137,105480192,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID138,63012864,196608,86016,196608,133120,56.25%,0.00%,32.29%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID139,29116416,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID14,107249664,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID140,82403328,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID141,30775296,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID142,179023872,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID143,55216128,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID144,250355712,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID145,368910336,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID146,145293312,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID147,142860288,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID148,100982784,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID149,63012864,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID15,435929088,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID150,63823872,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID151,124520448,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID152,35586048,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID153,169254912,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID154,57040896,196608,86016,196608,133120,56.25%,0.00%,32.29%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID155,39217152,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID156,113295360,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID157,79527936,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID158,115765248,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID159,52635648,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID16,48414720,196608,86016,196608,133120,56.25%,0.00%,32.29%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID160,130473984,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID161,47419392,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID162,54939648,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID163,31217664,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID164,177364992,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID165,75177984,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID166,103194624,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID167,28508160,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID168,70164480,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID169,31954944,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID17,434749440,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID170,79380480,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID171,131432448,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID172,152150016,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID173,79159296,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID174,43474944,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID175,100982784,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID176,35198976,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID177,85499904,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID178,145072128,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID179,45834240,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID18,29927424,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID180,66183168,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID181,128944128,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID182,34203648,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID183,41097216,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID184,77389824,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID185,493142016,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID186,44654592,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID187,644800512,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID188,435855360,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID189,45225984,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID19,28508160,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID190,30812160,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID191,106807296,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID192,55566336,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID193,31494144,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID194,51750912,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID195,40304640,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID196,108392448,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID197,29134848,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID198,47087616,196608,86016,196608,133120,56.25%,0.00%,32.29%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID199,59916288,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID2,120668160,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID20,76670976,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID21,108761088,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID22,31033344,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID23,63381504,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID24,33742848,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID25,130768896,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID26,364044288,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID27,50515968,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID28,182286336,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID29,379527168,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID3,55732224,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID30,206118912,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID31,60635136,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID32,69261312,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID33,73297920,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID34,35991552,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID35,77703168,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID36,370974720,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID37,68321280,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID38,36139008,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID39,114917376,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID4,135137280,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID40,135929856,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID41,53078016,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID42,28950528,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID43,38701056,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID44,49041408,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID45,153477120,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID46,44617728,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID47,42221568,196608,86016,196608,133120,56.25%,0.00%,32.29%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID48,107028480,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID49,59713536,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID5,129662976,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID50,36986880,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID51,56211456,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID52,170213376,786432,786432,786432,786432,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID53,51142656,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID54,454287360,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID55,32710656,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID56,180258816,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID57,28452864,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID58,47013888,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID59,51732480,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID6,132464640,786432,786432,786432,786432,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID60,127672320,786432,786432,786432,786432,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID61,33761280,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID62,30720000,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID63,63842304,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID64,99010560,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID65,80928768,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID66,57114624,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID67,50110464,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID68,104964096,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID69,655933440,1081344,1081344,786432,1081344,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID7,117866496,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID70,38479872,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID71,158638080,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID72,109830144,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID73,133791744,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID74,32102400,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID75,145661952,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID76,43198464,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID77,83066880,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID78,81408000,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID79,37466112,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID8,181346304,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID80,36820992,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID81,37558272,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID82,97738752,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID83,52119552,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID84,44378112,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID85,148389888,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID86,49354752,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID87,38479872,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID88,98439168,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID89,48967680,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID9,49317888,196608,196608,196608,196608,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID90,114991104,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID91,55603200,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID92,49299456,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID93,71417856,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID94,54110208,196608,86016,196608,110080,56.25%,0.00%,44.01%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID95,142786560,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir128_subnet_ID96,48267264,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID97,60727296,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID98,57704448,196608,86016,196608,135168,56.25%,0.00%,31.25%,1,1,0,0,1,0,0
w0.25_ir128_subnet_ID99,139542528,270336,270336,196608,270336,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.25_ir32_subnet_ID0,5236608,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID1,7948416,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID10,8538240,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID100,3643392,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID101,5392128,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID102,20107776,67584,67584,-1,67584,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID103,7977216,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID104,4353024,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID105,3831168,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID106,2453376,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID107,3423360,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID108,3164160,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID109,1971840,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID11,2311680,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID110,3293184,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID111,7200768,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID112,9039360,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID113,6388608,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID114,4791936,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID115,4979712,16896,16896,-1,16896,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID116,3115776,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
w0.25_ir32_subnet_ID117,3019008,12288,12288,-1,12288,0.00%,0.00%,0.00%,0,1,0,1,0,0,0
