onnx_name,mac_ori,ori_peak_mem,peak_after_ourTS_bal,peak_after_tinyTS,peak_after_tinynas,reduction_ourTS_bal,reduction_tinyTS,reduction_tinynas,needTS,valid_ourTS_bal,valid_tinyTS,valid_tinynas,TSwork_ourTS_bal,TSwork_tinyTS,TSwork_tinynas
w0.5_ir96_subnet_ID182,116135424,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID183,465039360,884736,884736,884736,884736,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID184,27800064,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID185,250048512,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID186,94528512,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID187,342116352,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID188,245196288,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID189,58281984,131328,101376,110592,131328,22.81%,15.79%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID19,277420032,884736,884736,884736,884736,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID190,63175680,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID191,511653888,884736,884736,884736,884736,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID192,1037684736,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID193,103071744,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID194,219027456,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID195,78230016,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID196,35389440,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID197,28214784,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID198,56166912,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID199,346927104,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID2,67613184,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID20,373800960,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID21,53927424,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID22,1066715136,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID23,45425664,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID24,41402880,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID25,277420032,884736,884736,884736,884736,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID26,811911168,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID27,22823424,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID28,59277312,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID29,52185600,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID3,81962496,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID30,187674624,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID31,84533760,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID32,135419904,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID33,45840384,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID34,38873088,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID35,90256896,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID36,278747136,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID37,201609216,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID38,132931584,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID39,91252224,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID4,34020864,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID40,126461952,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID41,24731136,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID42,26929152,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID43,267840000,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID44,131936256,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID45,324532224,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID46,49614336,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID47,123351552,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID48,78644736,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID49,75866112,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID5,73751040,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID50,776411136,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID51,727142400,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID52,95192064,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID53,148690944,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID54,48079872,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID55,94155264,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID56,473831424,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID57,668583936,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID58,247435776,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID59,29168640,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID6,163289088,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID60,61433856,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID61,229478400,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID62,46794240,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID63,34228224,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID64,354392064,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID65,185683968,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID66,33772032,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID67,26597376,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID68,1408112640,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID69,31283712,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID7,139442688,221184,221184,221184,221184,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID70,37587456,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID71,133761024,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID72,50651136,131328,101376,110592,131328,22.81%,15.79%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID73,65746944,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID74,54964224,131328,101376,110592,131328,22.81%,15.79%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID75,297658368,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID76,51978240,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID77,45093888,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID78,277005312,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID79,47582208,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID8,31905792,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID80,55420416,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID81,26804736,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID82,321048576,884736,884736,884736,884736,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID83,130443264,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID84,966021120,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID85,62678016,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID86,73211904,131328,101376,110592,131328,22.81%,15.79%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID87,102574080,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID88,108297216,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID89,238602240,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID9,209530368,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID90,30661632,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID91,57079296,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID92,136415232,152064,101376,110592,152064,33.33%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID93,63424512,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID94,113273856,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID95,808261632,1216512,1216512,884736,1216512,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID96,45964800,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.5_ir96_subnet_ID97,181080576,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID98,323039232,304128,304128,221184,304128,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.5_ir96_subnet_ID99,65498112,110592,101376,110592,84096,8.33%,0.00%,23.96%,1,0,0,1,0,0,1
w0.75_ir128_subnet_ID0,775249920,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID1,548315136,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID10,109541376,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID100,165611520,196608,147456,196608,147456,25.00%,0.00%,25.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID101,1448091648,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID102,282562560,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID103,334983168,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID104,1080483840,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID105,649838592,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID106,819044352,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID107,993558528,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID108,186015744,350208,241664,294912,350208,30.99%,15.79%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID109,1268269056,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID11,319389696,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID110,559097856,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID111,815063040,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID112,70391808,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID113,191655936,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID114,3956318208,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID115,1245044736,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID116,301971456,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID117,3868729344,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID118,268130304,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID119,493572096,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID12,1427687424,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID120,1454063616,2359296,2359296,2359296,2359296,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID121,625287168,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID122,502530048,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID123,292349952,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID124,63258624,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID125,137908224,196608,147456,196608,147456,25.00%,0.00%,25.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID126,1748680704,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID127,872792064,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID128,1089110016,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID129,372639744,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID13,220354560,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID130,1185325056,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID131,1907933184,2359296,2359296,2359296,2359296,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID132,390389760,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID133,546988032,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID134,3738673152,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID135,526417920,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID136,1042163712,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID137,3168018432,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID138,364511232,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID139,218198016,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID14,124305408,196608,147456,196608,147456,25.00%,0.00%,25.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID140,266969088,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID141,715530240,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID142,436340736,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID143,651829248,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID144,330006528,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID145,108380160,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID146,121817088,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID147,79847424,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID148,525256704,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID149,4173963264,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID15,960712704,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID150,724819968,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID151,259338240,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID152,568221696,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID153,260665344,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID154,1487241216,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID155,369819648,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID156,930521088,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID157,410959872,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID158,505184256,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID159,90298368,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID16,168099840,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID160,1113661440,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID161,989245440,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID162,865492992,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID163,159971328,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID164,159639552,196608,147456,196608,147456,25.00%,0.00%,25.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID165,231800832,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID166,1546297344,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID167,253698048,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID168,1440792576,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID169,364677120,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID17,395034624,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID170,1844232192,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID171,1159446528,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID172,240095232,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID173,1097736192,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID174,5639749632,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID175,179546112,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID176,1032044544,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID177,287207424,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID178,971661312,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID179,425392128,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID18,382924800,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID180,516962304,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID181,167436288,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID182,197793792,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID183,220520448,350208,241664,294912,350208,30.99%,15.79%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID184,402001920,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID185,588128256,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID186,113854464,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID187,1065885696,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID188,572203008,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID189,4155383808,3244032,3244032,2359296,3244032,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID19,445298688,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID190,708231168,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID191,134258688,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID192,538361856,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID193,200945664,202752,147456,196608,202752,27.27%,3.03%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID194,100915200,196608,87552,196608,125440,55.47%,0.00%,36.20%,1,1,0,0,1,0,0
w0.75_ir128_subnet_ID195,1090437120,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID196,273604608,350208,241664,294912,350208,30.99%,15.79%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID197,377782272,589824,589824,589824,589824,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID198,2073157632,2359296,2359296,2359296,2359296,0.00%,0.00%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID199,280240128,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID2,537532416,811008,811008,589824,811008,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
w0.75_ir128_subnet_ID20,333324288,405504,405504,294912,405504,0.00%,27.27%,0.00%,1,0,0,0,0,0,0
